Order,File_Type,SKU_number,SoldFlag,SoldCount,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice
86123,Active,145307,NA,NA,D,5,1,1044402.233,228,2005,23,8.19,73.98
86124,Active,552424,NA,NA,D,1,0,1601984.57,93.33,1997,29,4,28.95
86125,Active,54788,NA,NA,D,8,1,425792.435,224.75,2006,49,9.78,73.37
86126,Active,3638373,NA,NA,D,2,1,633299.95,120.95,2013,27,21.99,92.67
86127,Active,2345109,NA,NA,D,1,0,792984.0338,75.86,1974,25,5.16,72.79
86128,Active,198324,NA,NA,D,2,1,2866163.486,31.95,2004,28,3.98,0
86129,Active,1778267,NA,NA,D,2,1,5701623.55,0,2011,0,0,137.57
86130,Active,2271583,NA,NA,D,5,1,259746.15,74.19,2006,5,11.27,76.4
86131,Active,57777,NA,NA,D,4,1,3431839.494,67.6,2000,26,4,53.31
86132,Active,869011,NA,NA,D,5,1,2516421.023,86.27,2012,13,15.29,0
86133,Active,162723,NA,NA,D,3,1,305118.495,80.92,2008,29,8.98,52.44
86134,Active,451784,NA,NA,D,6,1,793710.25,289.95,2008,27,15.16,74.94
86135,Active,540115,NA,NA,D,8,1,637677.0638,98.47,2012,25,37.22,362.87
86136,Active,144705,NA,NA,D,5,1,4222272.306,57.4,2004,23,4,42.04
86137,Active,658928,NA,NA,D,10,1,1997740.658,192.8,2009,13,23.01,0
86138,Active,875272,NA,NA,D,5,1,415209.9138,186.93,2013,27,35.99,138.99
86139,Active,638301,NA,NA,D,3,1,670503.5463,104.53,2011,32,11.48,61.31
86140,Active,53657,NA,NA,D,1,0,1210268.175,86.67,2006,74,3.78,9.98
86141,Active,714754,NA,NA,D,3,1,9113074.945,9.71,2003,15,4.36,9.71
86142,Active,1456291,NA,NA,D,2,1,2619415.545,60.67,2014,31,13.67,60.67
86143,Active,872873,NA,NA,D,2,1,3011649.514,84.68,1999,18,23.43,290.66
86144,Active,893542,NA,NA,D,1,0,1902710.474,40,1998,23,4,25.76
86145,Active,877888,NA,NA,D,5,1,4134088.544,236.4,2010,18,37.24,113.71
86146,Active,767450,NA,NA,D,9,1,3030102.009,203.29,2008,16,5.78,146.85
86147,Active,285980,NA,NA,D,5,1,4788429.016,115.8,2004,20,4,8.24
86148,Active,715958,NA,NA,D,5,1,852877.075,111.53,2012,17,59.18,118.62
86149,Active,540834,NA,NA,D,13,1,334578.785,152.2,2013,18,4.32,123.99
86150,Active,550222,NA,NA,D,14,1,2706726.566,24.94,2007,35,6.81,24.94
86151,Active,655042,NA,NA,D,5,1,52928.305,82.27,2013,45,68.9,72.11
86152,Active,879333,NA,NA,D,0,0,1591755.09,48.67,2003,20,5.89,11.99
86153,Active,879758,NA,NA,D,9,1,4384541.295,64.65,2012,17,5.33,64.65
86154,Active,869602,NA,NA,D,5,1,784953.6925,174,2013,29,40.8,154.62
86155,Active,741329,NA,NA,D,6,1,4605858.94,172.67,2007,15,12.59,103.98
86156,Active,55579,NA,NA,D,4,1,2902869.835,113.33,2009,16,5.48,32.96
86157,Active,633147,NA,NA,D,2,1,1751929.608,106.07,2011,23,5.26,83.99
86158,Active,435266,NA,NA,D,8,1,469994.7713,283,2012,21,18.99,36.4
86159,Active,714738,NA,NA,D,0,0,4068252.986,79,2001,32,4.66,29.95
86160,Active,658795,NA,NA,D,4,1,781308.4213,175.6,2011,31,32.02,146.16
86161,Active,910285,NA,NA,D,14,1,2262985.31,141.18,2011,26,6.14,141.18
86162,Active,586828,NA,NA,D,2,1,1229489.425,25.95,2007,15,6.65,13.44
86163,Active,650250,NA,NA,D,4,1,1713708.899,187.8,2011,21,61.76,0
86164,Active,742533,NA,NA,D,3,1,767101.0213,10,2010,16,12.89,59.87
86165,Active,740856,NA,NA,D,10,1,1968204.996,152.67,2005,21,14.71,197.57
86166,Active,878462,NA,NA,D,3,1,459222.5125,46.6,2005,12,18.97,63.92
86167,Active,322597,NA,NA,D,1,0,2136225.988,74.2,2003,45,4,6.54
86168,Active,705044,NA,NA,D,0,0,5861910.7,70.27,2008,12,4.39,13.94
86169,Active,2259318,NA,NA,D,6,1,711471.6238,652.03,2008,26,22.49,113.78
86170,Active,435005,NA,NA,D,4,1,986731.83,160,2009,20,5.67,72.78
86171,Active,868613,NA,NA,D,2,1,53890.8125,190.5,2014,66,59.83,76.82
86172,Active,866888,NA,NA,D,6,1,228051.1363,173,2014,22,81.39,148.22
86173,Active,3504066,NA,NA,D,13,1,4886591.7,0,2011,16,10.98,102.99
86174,Active,876664,NA,NA,D,3,1,687239.785,106.4,2013,19,89.08,75.99
86175,Active,1434692,NA,NA,D,4,1,6470274.89,0,2010,15,4.13,445.95
86176,Active,437240,NA,NA,D,0,0,3933214.99,49.41,2008,23,4.68,10.53
86177,Active,902057,NA,NA,D,10,1,4385347.605,30.49,2011,18,4.16,30.46
86178,Active,423289,NA,NA,D,8,1,2546208.963,136.87,2008,20,5.19,51.95
86179,Active,2264083,NA,NA,D,5,1,2291804.64,104.17,2012,52,12.08,71.77
86180,Active,716412,NA,NA,D,10,1,196340.07,100.25,2012,15,53.56,50.36
86181,Active,3254470,NA,NA,D,7,1,1439057.243,0,2005,23,9.34,18.76
86182,Active,611868,NA,NA,D,8,1,755128.3688,191.1,2013,21,22.57,168.37
86183,Active,1535813,NA,NA,D,4,1,224764.28,0,2013,14,49.11,142.47
86184,Active,872832,NA,NA,D,13,1,185985.97,134.6,2015,21,63.18,125.22
86185,Active,741829,NA,NA,D,0,0,7948789.098,181.33,2008,9,22.84,83.98
86186,Active,879766,NA,NA,D,0,0,4165484.871,100.03,2008,19,5.84,100.03
86187,Active,741798,NA,NA,D,1,0,8429575.821,166,2008,9,8.89,78.94
86188,Active,891944,NA,NA,D,3,1,4266191.054,52.2,2008,15,4.18,11.99
86189,Active,860666,NA,NA,D,6,1,638924.2688,253.2,2012,29,47.26,195.7
86190,Active,540866,NA,NA,D,4,1,404643.3113,199.8,2012,43,28.94,156.82
86191,Active,108536,NA,NA,D,1,0,3832152.88,18.97,2005,29,4.97,18.97
86192,Active,877460,NA,NA,D,11,1,3398773.709,97.12,2008,18,9.78,80.33
86193,Active,118301,NA,NA,D,2,1,2913900.151,49.8,2010,17,4,156.93
86194,Active,879613,NA,NA,D,0,0,1480964.028,6.12,2007,52,4,6.48
86195,Active,105529,NA,NA,D,13,1,2236583.158,103.25,2008,17,5.48,35.46
86196,Active,1830036,NA,NA,D,0,0,207391.26,349.95,2015,24,90.23,221.76
86197,Active,109510,NA,NA,D,6,1,2606762.876,75,2005,36,4,4.46
86198,Active,715623,NA,NA,D,7,1,3085860.335,167.4,2011,20,33.67,225.37
86199,Active,902590,NA,NA,D,0,0,499302.085,89.99,2012,16,44.74,50.65
86200,Active,877885,NA,NA,D,9,1,1844075.703,132.67,2007,14,5.48,0
86201,Active,1492224,NA,NA,D,2,1,2115471.17,0,2011,22,6.57,190.35
86202,Active,553950,NA,NA,D,13,1,463568.99,228,2009,23,5.89,2040
86203,Active,669342,NA,NA,D,7,1,638367.7588,113.07,2012,21,82.02,90.21
86204,Active,1453060,NA,NA,D,6,1,693543.245,66.8,2013,11,61.82,44.57
86205,Active,715394,NA,NA,D,10,1,1152630.809,56,2010,17,12.11,55.86
86206,Active,670783,NA,NA,D,1,0,3412341.849,148.87,2012,14,18.94,0
86207,Active,3642999,NA,NA,D,6,1,259321.4,64.95,2015,35,56.55,55.84
86208,Active,615820,NA,NA,D,6,1,1963811.86,98.7,2001,30,4,27.93
86209,Active,1879655,NA,NA,D,9,1,8169027.996,10,2009,9,23.98,0
86210,Active,879100,NA,NA,D,3,1,2110110.921,0,2010,16,5.85,23.99
86211,Active,873195,NA,NA,D,3,1,450955.5488,159.33,2013,24,65.65,137.23
86212,Active,2256334,NA,NA,D,0,0,4673498.634,30.72,2008,24,6.43,27.63
86213,Active,2371892,NA,NA,D,1,0,3047338.031,21,1999,51,3.42,4.88
86214,Active,876893,NA,NA,D,6,1,216331.1813,90.27,2013,20,86.33,84.09
86215,Active,2311119,NA,NA,D,0,0,5998212.15,66.95,1993,19,5.52,73.96
86216,Active,2344434,NA,NA,D,0,0,16547639,0,1981,7,6.39,0
86217,Active,716301,NA,NA,D,3,1,1559981.005,188,2012,17,24.86,119.79
86218,Active,879330,NA,NA,D,11,1,1838950.359,158.67,2011,34,5.27,27.95
86219,Active,715063,NA,NA,D,3,1,4238958.434,325.35,2007,15,8.96,66.73
86220,Active,715991,NA,NA,D,10,1,144187.04,97.29,2011,23,73.18,157.9
86221,Active,876919,NA,NA,D,8,1,1370248.574,117.33,2013,21,108.67,111.06
86222,Active,874866,NA,NA,D,6,1,114830.0488,61.57,2013,14,34.99,48.78
86223,Active,891920,NA,NA,D,3,1,3737718.609,8.97,2008,17,4.49,8.97
86224,Active,54520,NA,NA,D,1,0,1454894.064,129.33,2004,29,4.04,5.91
86225,Active,656363,NA,NA,D,3,1,234791.85,119.33,2009,20,81.46,0
86226,Active,692375,NA,NA,D,7,1,10586331.8,0,2002,13,10.21,153.59
86227,Active,287444,NA,NA,D,16,1,1321876.946,115.67,2011,19,66.92,698.89
86228,Active,889672,NA,NA,D,2,1,678212.965,92.77,2003,20,40.96,77.98
86229,Active,132495,NA,NA,D,7,1,349649.7363,104,2007,28,51.47,339.82
86230,Active,1458129,NA,NA,D,2,1,8486215.798,109.67,2007,7,11.42,655.13
86231,Active,880026,NA,NA,D,8,1,1654237.396,495,2010,31,5.88,494.2
86232,Active,2263618,NA,NA,D,10,1,6170829.149,113.99,2010,16,30.06,124.74
86233,Active,545176,NA,NA,D,2,1,49801.82,190.5,2013,45,46.45,136.51
86234,Active,3733743,NA,NA,D,0,0,215350.5,89.99,2014,49,64.84,59.57
86235,Active,3733730,NA,NA,D,0,0,1296601.45,89.99,2014,45,53.94,59.58
86236,Active,741655,NA,NA,D,7,1,1487998.013,7.97,2009,17,8.27,17.44
86237,Active,880062,NA,NA,D,1,0,1297802.32,111.46,2008,38,6.32,47.99
86238,Active,860346,NA,NA,D,8,1,1480641.361,81.52,2011,16,28.78,53.58
86239,Active,557632,NA,NA,D,10,1,7313.28875,149.6,2012,63,63.74,87.98
86240,Active,879383,NA,NA,D,7,1,3823681.24,12.99,2011,26,4,12.99
86241,Active,119385,NA,NA,D,11,1,2450187.789,250.47,2011,22,18.64,602.99
86242,Active,742956,NA,NA,D,9,1,182941.3438,258.4,2011,35,16.02,193.86
86243,Active,1611156,NA,NA,D,2,1,3665294.344,119.81,2011,19,4.23,119.81
86244,Active,1516641,NA,NA,D,6,1,518270.425,143.15,2012,17,8.94,33.98
86245,Active,877041,NA,NA,D,7,1,1320177.608,47.96,2010,45,5.63,44.15
86246,Active,898190,NA,NA,D,2,1,1143230.606,25.99,2012,20,4.97,18.91
86247,Active,873284,NA,NA,D,12,1,273957.7225,202.13,2013,27,41.3,137.95
86248,Active,2263660,NA,NA,D,0,0,3658205.368,0,2011,39,10.2,0
86249,Active,434855,NA,NA,D,7,1,690409.0638,143.4,2008,19,9.59,474.69
86250,Active,3504183,NA,NA,D,3,1,360687.05,107.2,2014,43,27.95,95.91
86251,Active,540848,NA,NA,D,3,1,1261853.926,106.07,2013,23,31.35,109.78
86252,Active,632028,NA,NA,D,4,1,589115.2613,168,2013,34,7.02,147.4
86253,Active,904401,NA,NA,D,2,1,983469.015,158.24,1992,12,23.99,138.03
86254,Active,3138951,NA,NA,D,3,1,9059657.7,49.95,2005,14,23.48,125.31
86255,Active,536535,NA,NA,D,10,1,446076.9638,121.6,2012,18,9.49,79.98
86256,Active,878907,NA,NA,D,4,1,957509.9075,165.95,2003,34,4,99.01
86257,Active,635936,NA,NA,D,2,1,1711812.506,101.2,2005,14,5.78,25.94
86258,Active,1891044,NA,NA,D,0,0,230137.4063,49.99,2013,32,23.29,33
86259,Active,1455737,NA,NA,D,1,0,167993.4625,100,2015,18,70.99,93.98
86260,Active,2262836,NA,NA,D,4,1,584927.1,115.93,2010,36,0,0
86261,Active,875029,NA,NA,D,8,1,1007474.599,102.67,2014,22,87.24,98.22
86262,Active,307824,NA,NA,D,4,1,1785054.328,95.44,2006,13,12.15,103.14
86263,Active,878731,NA,NA,D,3,1,569140.9763,146.67,2011,42,7.38,52.84
86264,Active,536880,NA,NA,D,7,1,1478636.418,141.87,2011,22,12.99,143.96
86265,Active,2871251,NA,NA,D,0,0,455899.8,39.95,1992,14,13.42,52.94
86266,Active,772678,NA,NA,D,2,1,5024570.483,0,2006,10,4.52,7.91
86267,Active,864665,NA,NA,D,4,1,55064.37125,59.67,2014,44,37.63,67.97
86268,Active,743094,NA,NA,D,1,0,1571630.549,122.67,2013,16,15.41,42.65
86269,Active,913443,NA,NA,D,4,1,3492739.485,923.47,2009,22,4.89,34.43
86270,Active,1829054,NA,NA,D,6,1,2873891.029,41.91,2013,6,41.61,41.65
86271,Active,1829168,NA,NA,D,10,1,879419.7438,44.99,2014,8,47.94,44.94
86272,Active,131143,NA,NA,D,0,0,1763331.741,73,1999,33,4,113.89
86273,Active,107511,NA,NA,D,1,0,3179866.255,87.5,2000,8,38.99,73.36
86274,Active,906692,NA,NA,D,11,1,480085.55,218.73,2013,26,81.64,101.04
86275,Active,2330652,NA,NA,D,3,1,982859.0363,114.7,1988,32,4.66,33.98
86276,Active,742847,NA,NA,D,5,1,4964967.704,304.2,2010,15,9.4,61.51
86277,Active,1671286,NA,NA,D,1,0,7586491.224,155.95,2007,9,20.93,155.95
86278,Active,1453530,NA,NA,D,2,1,869082.1038,160.27,2014,27,83.34,139.94
86279,Active,169423,NA,NA,D,8,1,1143120.255,134.95,2007,28,6,8.98
86280,Active,146689,NA,NA,D,4,1,290977.5188,230.8,2011,27,9.68,602.99
86281,Active,636181,NA,NA,D,9,1,1954783.384,192,2009,17,8.13,228.35
86282,Active,740502,NA,NA,D,3,1,3786250.821,170.67,2005,18,4,55.92
86283,Active,146625,NA,NA,D,3,1,1886968.064,198,2010,19,8.93,171.99
86284,Active,742881,NA,NA,D,4,1,422454.6875,60.35,2011,17,6.53,35
86285,Active,875423,NA,NA,D,4,1,9151310.414,63.64,2011,11,8.98,63.64
86286,Active,145910,NA,NA,D,3,1,1303190.878,157,2008,16,6.92,292.37
86287,Active,1823081,NA,NA,D,2,1,1415676.184,0,2013,17,38.41,0
86288,Active,612755,NA,NA,D,9,1,11464.5475,186.95,2014,60,33.33,52.49
86289,Active,2364830,NA,NA,D,6,1,2259358.696,0,2000,46,4.47,65.59
86290,Active,139101,NA,NA,D,0,0,827947.09,82,2003,19,7.68,72.48
86291,Active,727388,NA,NA,D,2,1,4476272.586,56,1999,23,4,18.98
86292,Active,902287,NA,NA,D,17,1,1648717.75,63.13,2008,19,4,50.37
86293,Active,715790,NA,NA,D,1,0,4117330.995,223.07,2011,10,19.81,153.99
86294,Active,877292,NA,NA,D,6,1,182109.7375,180.67,2012,28,38.99,153.37
86295,Active,871947,NA,NA,D,12,1,678719.27,63.49,2011,19,21.98,36.42
86296,Active,611826,NA,NA,D,2,1,482308.4538,204.2,2013,23,37.22,155
86297,Active,795640,NA,NA,D,5,1,482495.6225,177.95,2012,22,53.99,122.46
86298,Active,652218,NA,NA,D,12,1,212708.7088,197.93,2013,48,13.29,72.28
86299,Active,119143,NA,NA,D,6,1,408198.3275,218.73,2011,41,16.59,111.51
86300,Active,543891,NA,NA,D,5,1,590864.6188,215.5,2012,19,23.94,150.85
86301,Active,1451154,NA,NA,D,1,0,549022.9825,189.87,2015,15,73.99,123.99
86302,Active,709931,NA,NA,D,6,1,992631.48,52,1999,39,4.02,4.99
86303,Active,634861,NA,NA,D,2,1,152753.3725,81.2,2011,30,41.89,62.97
86304,Active,537462,NA,NA,D,7,1,824259.36,235.67,2011,26,4.76,316.37
86305,Active,1822356,NA,NA,D,2,1,238744.9775,41.61,2014,9,42.75,49.19
86306,Active,145576,NA,NA,D,2,1,596822.0538,129.33,2007,40,4,41.1
86307,Active,879410,NA,NA,D,10,1,416528.8763,53.99,2011,19,13.27,13.98
86308,Active,435259,NA,NA,D,8,1,1472761.15,192.95,2010,33,7.68,51.03
86309,Active,742773,NA,NA,D,3,1,1210611.154,51,2011,22,6.22,42.9
86310,Active,715093,NA,NA,D,7,1,625335.71,72.75,2009,19,4,33.99
86311,Active,121262,NA,NA,D,2,1,2851976.768,104.13,2011,19,11.64,61.89
86312,Active,619329,NA,NA,D,4,1,104709.7538,196,2012,51,68.99,85.38
86313,Active,2330656,NA,NA,D,0,0,2447171.655,0,1981,23,12.77,28.98
86314,Active,537447,NA,NA,D,12,1,2003404.664,299.07,2011,19,8.61,299.06
86315,Active,716304,NA,NA,D,1,0,4306735.359,166.07,2011,14,49.01,166.07
86316,Active,897484,NA,NA,D,5,1,2016555.308,286.67,2009,20,14.14,23.99
86317,Active,527853,NA,NA,D,8,1,163459.3475,75.95,2012,43,18.59,73.99
86318,Active,292179,NA,NA,D,3,1,1532505.735,96.36,2004,20,17.92,23.93
86319,Active,2508059,NA,NA,D,0,0,1689141.428,36.95,1967,32,5.29,23.94
86320,Active,871383,NA,NA,D,2,1,983683.7388,101.13,2014,16,26.31,95.62
86321,Active,2508288,NA,NA,D,5,1,17120301.6,90.9,2005,0,0,0
86322,Active,153955,NA,NA,D,2,1,31134.74,72.62,2008,41,18.98,83.94
86323,Active,876687,NA,NA,D,9,1,671393.6575,159.13,2009,21,8.92,41.16
86324,Active,752478,NA,NA,D,10,1,1064690.061,59.97,2010,31,7.27,58.89
86325,Active,878700,NA,NA,D,0,0,421183.7475,70.06,2013,15,37.65,54.99
86326,Active,875745,NA,NA,D,5,1,134673.2088,126.53,2013,49,10.22,93.99
86327,Active,871487,NA,NA,D,6,1,4289048.548,132.6,2008,12,45.08,0
86328,Active,540576,NA,NA,D,2,1,5027539.608,118.98,2009,11,6.6,118.98
86329,Active,791718,NA,NA,D,1,0,4146336.1,0,2005,30,4,0
86330,Active,2421246,NA,NA,D,0,0,5481624.395,28.95,1973,12,7.11,0
86331,Active,813813,NA,NA,D,1,0,10526679.56,38.23,2001,12,4,4.24
86332,Active,120796,NA,NA,D,9,1,954199.8988,95.47,2009,20,10.98,64.37
86333,Active,859738,NA,NA,D,2,1,786633.0838,109.95,2008,18,31.33,124.71
86334,Active,560930,NA,NA,D,1,0,221275.2675,216.8,2007,52,24.19,92.49
86335,Active,741654,NA,NA,D,0,0,6279900.75,32.05,1900,11,4,10.97
86336,Active,537951,NA,NA,D,1,0,1145177.983,14.85,2007,15,10.48,14.85
86337,Active,741962,NA,NA,D,0,0,8223869.921,186,2008,3,78.94,0
86338,Active,715952,NA,NA,D,6,1,390429.7038,141.29,2013,33,74.69,118.98
86339,Active,2261378,NA,NA,D,3,1,1436126.084,69.46,2010,46,7.54,38.67
86340,Active,162455,NA,NA,D,12,1,1289837.358,92.12,2008,20,16.63,61.8
86341,Active,554985,NA,NA,D,0,0,725479.5725,0,2010,28,4,82.49
86342,Active,2257655,NA,NA,D,6,1,547820.585,60.1,2011,41,6.97,42.25
86343,Active,745377,NA,NA,D,6,1,1234066.498,80.58,2008,23,4.54,19.48
86344,Active,3587477,NA,NA,D,0,0,265929.05,180,2015,58,73.97,74.98
86345,Active,1453115,NA,NA,D,9,1,742381.8488,261.2,2013,26,28.99,209.24
86346,Active,741741,NA,NA,D,10,1,1648578.326,171.33,2009,22,4.47,166.93
86347,Active,623984,NA,NA,D,9,1,539280.4938,117.67,2012,22,54.19,0
86348,Active,1829159,NA,NA,D,7,1,292694.8338,60.86,2014,13,29.61,49.47
86349,Active,896154,NA,NA,D,1,0,5062380.811,18.72,2010,14,4.34,26.96
86350,Active,557357,NA,NA,D,18,1,585519.86,139.93,2007,22,5.57,0
86351,Active,163005,NA,NA,D,11,1,1846868.668,68.42,2010,17,9.04,51.85
86352,Active,54608,NA,NA,D,5,1,1589553.938,104.6,2007,22,8.82,17.99
86353,Active,492111,NA,NA,D,12,1,421838.1163,282.95,2011,47,13.24,48.97
86354,Active,875758,NA,NA,D,2,1,82893.60875,90.95,2014,48,32.97,79.71
86355,Active,3483360,NA,NA,D,6,1,1973966.45,98.5,2015,9,89.85,84.86
86356,Active,2472769,NA,NA,D,0,0,10982677.62,90,2001,6,5.62,58.99
86357,Active,871549,NA,NA,D,8,1,180198.9438,148.87,2012,10,48.99,43.55
86358,Active,1855249,NA,NA,D,0,0,10897330.45,0,2009,0,0,53.98
86359,Active,1452746,NA,NA,D,12,1,612166.84,275.07,2012,16,27.96,395.81
86360,Active,864768,NA,NA,D,2,1,161520.6938,159,2014,30,45.7,122.66
86361,Active,2263264,NA,NA,D,9,1,4119275.281,38.99,2008,34,11.26,38.99
86362,Active,610009,NA,NA,D,6,1,552584.5688,123.47,2012,22,64.85,97.99
86363,Active,539353,NA,NA,D,7,1,709393.5238,157.53,2011,18,21.77,412.47
86364,Active,105008,NA,NA,D,11,1,596405.6763,13,2008,19,6.98,68.99
86365,Active,875151,NA,NA,D,8,1,313252.2613,176,2014,28,15.64,126.2
86366,Active,712301,NA,NA,D,6,1,11110218.65,0,2003,15,3.99,0
86367,Active,878275,NA,NA,D,0,0,1080025.285,34.84,2004,34,5.59,18.22
86368,Active,869968,NA,NA,D,5,1,1654575.011,20.99,2013,14,7.48,21
86369,Active,2373092,NA,NA,D,5,1,2139977.635,64,1998,89,3.99,5.39
86370,Active,717246,NA,NA,D,1,0,5796489.288,65,1998,23,5.98,63.55
86371,Active,144349,NA,NA,D,0,0,3418718.534,35.2,2001,26,4.26,7.99
86372,Active,3504112,NA,NA,D,12,1,2072707.6,109.21,2012,27,5.61,67.61
86373,Active,876927,NA,NA,D,2,1,814541.9713,155,2013,17,78.39,86.31
86374,Active,878388,NA,NA,D,11,1,165051.4313,72.35,2013,10,58.99,67.87
86375,Active,54905,NA,NA,D,11,1,35342.44875,116,2011,67,4.71,28.99
86376,Active,870669,NA,NA,D,1,0,4176029.155,40.95,2002,28,4,6.98
86377,Active,3613033,NA,NA,D,0,0,1382123.5,79.99,2008,40,38.54,38.95
86378,Active,627508,NA,NA,D,1,0,2073596.493,42,2008,21,6.94,13.61
86379,Active,625832,NA,NA,D,1,0,2615975.024,123.2,2008,12,13.98,63.78
86380,Active,54350,NA,NA,D,1,0,1893066.103,103,2000,74,4,10.78
86381,Active,1631733,NA,NA,D,0,0,1692200.579,69.99,2008,14,17.95,31.9
86382,Active,55562,NA,NA,D,1,0,1906235.265,81.33,2002,53,4,40.78
86383,Active,180716,NA,NA,D,0,0,7799586.454,5.97,2010,49,4,5.97
86384,Active,858243,NA,NA,D,0,0,1438668.25,74.99,2013,17,38.89,48.99
86385,Active,860537,NA,NA,D,5,1,362168.095,45.6,2011,20,36.7,43.82
86386,Active,237850,NA,NA,D,2,1,1031667.843,45.95,2002,35,4,16.92
86387,Active,2265297,NA,NA,D,5,1,2459258.611,207.56,2012,41,44.6,207.51
86388,Active,742555,NA,NA,D,5,1,1322018.57,103.62,2009,23,4.72,60.73
86389,Active,611886,NA,NA,D,13,1,45846.01,159,2013,31,70.18,130.34
86390,Active,3468324,NA,NA,D,5,1,4407377.75,118.25,2004,12,33.89,0
86391,Active,749885,NA,NA,D,0,0,11639517.56,0,2008,0,0,0
86392,Active,114425,NA,NA,D,3,1,5590336.284,128,2001,37,4,8.99
86393,Active,617625,NA,NA,D,12,1,263650.7163,82.5,2010,60,11.98,74.14
86394,Active,1482056,NA,NA,D,5,1,10158992.93,161.67,2008,0,0,0
86395,Active,525029,NA,NA,D,7,1,93975.935,262.95,2012,29,76.79,200.17
86396,Active,560715,NA,NA,D,4,1,5328512.374,62,2001,17,4.77,6.12
86397,Active,144239,NA,NA,D,4,1,5390077.895,52.2,2001,21,4.22,5.99
86398,Active,664410,NA,NA,D,5,1,1181647.463,134.33,2013,21,39.22,148.4
86399,Active,900063,NA,NA,D,2,1,6290315.849,60.25,2010,19,4,47.87
86400,Active,1517688,NA,NA,D,3,1,727506.655,58.67,2015,12,48.95,55.35
86401,Active,1455998,NA,NA,D,2,1,2734285.1,96.27,2014,12,24.01,123.99
86402,Active,614355,NA,NA,D,1,0,2139231.658,50.95,2006,38,4,8.25
86403,Active,2057631,NA,NA,D,0,0,30912.08,49.98,2014,21,23.44,33.99
86404,Active,1752363,NA,NA,D,2,1,1184123.181,39.95,2012,16,36.98,37.95
86405,Active,734456,NA,NA,D,0,0,835940.225,48.75,2005,43,4,28.59
86406,Active,308545,NA,NA,D,9,1,737630.5838,25.5,2003,57,4,17.96
86407,Active,2795187,NA,NA,D,2,1,7809104.2,21.11,1990,34,4,21.11
86408,Active,698952,NA,NA,D,11,1,1820610.118,46.08,2008,41,4.34,38.94
86409,Active,246640,NA,NA,D,2,1,812912.0725,232.95,2009,25,36.62,135.91
86410,Active,2410580,NA,NA,D,2,1,10725971.36,29.95,1989,13,4,32.28
86411,Active,175738,NA,NA,D,2,1,6101504.028,101,2005,16,8.99,51.9
86412,Active,880536,NA,NA,D,9,1,689389.57,105.77,2004,32,14.39,134.52
86413,Active,54965,NA,NA,D,1,0,1053539.804,27.4,2005,46,4,9.95
86414,Active,912773,NA,NA,D,2,1,2119506.448,225,2010,20,31.49,76.63
86415,Active,722489,NA,NA,D,1,0,4041982.106,175,2009,13,20.2,46.49
86416,Active,2258165,NA,NA,D,9,1,947525.9125,39.98,2012,41,18.09,151.67
86417,Active,269375,NA,NA,D,1,0,704726.23,79.95,2005,27,4.23,58.53
86418,Active,867058,NA,NA,D,4,1,641143.5913,80.63,2012,19,40.45,73.5
86419,Active,3746223,NA,NA,D,3,1,1197791.25,49,2011,15,22.69,117.59
86420,Active,2252573,NA,NA,D,8,1,966851.7325,24.61,2009,52,5.58,9.07
86421,Active,2674797,NA,NA,D,1,0,2287190.264,67.53,1974,34,4,51.79
86422,Active,288532,NA,NA,D,4,1,1528228.726,75,2002,51,4,33.98
86423,Active,874363,NA,NA,D,6,1,1615039.5,499.99,2006,22,13.46,73.99
86424,Active,529642,NA,NA,D,2,1,2199420.451,94.23,2004,16,16.19,74.98
86425,Active,154414,NA,NA,D,2,1,184403.53,177.66,2004,29,16.86,104.67
86426,Active,51973,NA,NA,D,10,1,95161.775,219.95,2011,58,18.18,97.36
86427,Active,2607275,NA,NA,D,0,0,2616805.159,55,1997,24,16.44,46.47
86428,Active,2403622,NA,NA,D,3,1,7699277.368,29,1983,19,4.73,55.48
86429,Active,703662,NA,NA,D,9,1,1160164.911,94.73,2002,32,12.99,69.48
86430,Active,182816,NA,NA,D,6,1,1155429.463,25.99,2003,60,4,25.99
86431,Active,888058,NA,NA,D,4,1,5126000.596,259,2004,13,98.4,204.01
86432,Active,718621,NA,NA,D,0,0,662951.105,40,2002,25,6.03,70.19
86433,Active,633343,NA,NA,D,1,0,665962.5175,102.99,2008,30,16.89,71.13
86434,Active,630157,NA,NA,D,0,0,1523846.224,49.99,2007,36,4.59,22.95
86435,Active,3269503,NA,NA,D,4,1,2896817.2,60.37,1905,25,10.07,60.37
86436,Active,494515,NA,NA,D,2,1,8345848.495,125,2005,16,20.23,125
86437,Active,2249232,NA,NA,D,4,1,663124.4363,84.34,2008,35,5.95,36.59
86438,Active,1585235,NA,NA,D,1,0,816950.6263,89.99,2011,37,13.25,58.85
86439,Active,108430,NA,NA,D,2,1,5246334.051,16.98,2005,30,3.9,16.97
86440,Active,869955,NA,NA,D,1,0,1035321.363,75,1995,28,11.47,67.77
86441,Active,141973,NA,NA,D,7,1,631165.7013,84.75,2011,72,14.88,32
86442,Active,876352,NA,NA,D,6,1,1725050.784,172.95,2013,18,8.24,101.8
86443,Active,640073,NA,NA,D,8,1,4683725.131,139.69,2005,16,7.87,3004.71
86444,Active,52109,NA,NA,D,4,1,845039.1175,186.95,2004,151,3.97,9.24
